2016-01-06 15:04:43 - PHP Notice:  Undefined index: export_type in C:\OpenServer\domains\testNovumSoft\admin\controller\tool\export_import.php on line 71
2016-01-06 15:04:43 - PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\OpenServer\domains\testNovumSoft\admin\index.php:80) in C:\OpenServer\domains\testNovumSoft\admin\model\tool\export_import.php on line 6936
2016-01-06 15:04:43 - PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\OpenServer\domains\testNovumSoft\admin\index.php:80) in C:\OpenServer\domains\testNovumSoft\admin\model\tool\export_import.php on line 6937
2016-01-06 15:04:43 - PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\OpenServer\domains\testNovumSoft\admin\index.php:80) in C:\OpenServer\domains\testNovumSoft\admin\model\tool\export_import.php on line 6938
2016-01-06 15:05:33 - PHP Notice:  Undefined index: export_type in C:\OpenServer\domains\testNovumSoft\admin\controller\tool\export_import.php on line 71
2016-01-06 15:05:33 - PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\OpenServer\domains\testNovumSoft\admin\index.php:80) in C:\OpenServer\domains\testNovumSoft\system\library\response.php on line 12
2016-01-06 15:14:25 - PHP Notice:  Error: Could not load template C:\OpenServer\domains\testNovumSoft/admin/view/template/tool/test_export.tpl! in C:\OpenServer\domains\testNovumSoft\system\storage\modification\system\engine\loader.php on line 86
2016-01-06 15:14:31 - PHP Notice:  Error: Could not load template C:\OpenServer\domains\testNovumSoft/admin/view/template/tool/test_export.tpl! in C:\OpenServer\domains\testNovumSoft\system\storage\modification\system\engine\loader.php on line 86
2016-01-06 16:27:25 - PHP Notice:  Undefined variable: entry_export in C:\OpenServer\domains\testNovumSoft\admin\view\template\tool\backup.tpl on line 43
2016-01-08 15:48:44 - PHP Warning:  Missing argument 1 for ModelToolTestExport::download2(), called in C:\OpenServer\domains\testNovumSoft\admin\controller\tool\test_export.php on line 107 and defined in C:\OpenServer\domains\testNovumSoft\admin\model\tool\test_export.php on line 6963
2016-01-08 15:48:44 - PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\OpenServer\domains\testNovumSoft\admin\index.php:80) in C:\OpenServer\domains\testNovumSoft\admin\model\tool\test_export.php on line 7082
2016-01-08 15:48:44 - PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\OpenServer\domains\testNovumSoft\admin\index.php:80) in C:\OpenServer\domains\testNovumSoft\admin\model\tool\test_export.php on line 7083
2016-01-08 15:48:44 - PHP Warning:  Cannot modify header information - headers already sent by (output started at C:\OpenServer\domains\testNovumSoft\admin\index.php:80) in C:\OpenServer\domains\testNovumSoft\admin\model\tool\test_export.php on line 7084
2016-01-08 15:49:49 - PHP Notice:  Undefined variable: offset in C:\OpenServer\domains\testNovumSoft\admin\model\tool\test_export.php on line 7066
2016-01-08 15:49:58 - PHP Notice:  Undefined variable: offset in C:\OpenServer\domains\testNovumSoft\admin\model\tool\test_export.php on line 7066
2016-01-08 15:50:23 - PHP Notice:  Undefined variable: offset in C:\OpenServer\domains\testNovumSoft\admin\model\tool\test_export.php on line 7066
2016-01-08 16:13:52 - PHP Notice:  Undefined variable: exist_meta_title in C:\OpenServer\domains\testNovumSoft\admin\model\tool\test_export.php on line 5412
2016-01-08 16:46:55 - Export/Import: Invalid header in the Products worksheet
2016-01-08 16:52:55 - Export/Import: Invalid header in the Products worksheet
2016-01-08 17:23:33 - Export/Import: Invalid header in the Products worksheet
2016-01-08 17:24:04 - Export/Import: Invalid header in the Products worksheet
2016-01-08 17:26:18 - Export/Import: Invalid header in the Products worksheet
2016-01-08 17:39:08 - Export/Import: Invalid header in the Products worksheet
2016-01-08 17:40:05 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:40:05 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:40:08 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:40:08 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:40:36 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:40:36 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:40:40 - PHP Notice:  Undefined property: PHPExcel::$getSheetNames in Unknown on line 0
2016-01-08 17:40:43 - PHP Notice:  Undefined property: PHPExcel::$getSheetNames in Unknown on line 0
2016-01-08 17:41:00 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:00 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:06 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:06 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:09 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:09 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:11 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:11 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:12 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:12 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:15 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:18 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:19 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:19 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:27 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:27 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:31 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:31 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:38 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:38 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
2016-01-08 17:41:46 - PHP Notice:  Undefined variable: i in xdebug://debug-eval on line 1
2016-01-08 17:41:46 - PHP Notice:  Undefined variable: model in xdebug://debug-eval on line 1
